Delta,Theta,Alpha,Beta,Gamma,Attention
-0.267539499,-3.554931963,6.679144229,-34.87476546,-25.24414919,2.90E+01
-0.012086324,-3.289064397,7.821851934,-35.16401131,-25.04494387,4.10E+01
0.242657315,-3.02427984,8.962004479,-35.36892401,-24.16362703,4.10E+01
0.496663698,-2.760721654,10.09680811,-35.48546972,-22.6147103,5.30E+01
0.749893518,-2.498442178,11.2222434,-35.50616598,-20.47657174,5.70E+01
1.002287814,-2.237357997,12.33223771,-35.41814681,-17.92230747,6.30E+01
1.253799189,-1.977473242,13.42181309,-35.21190065,-15.08361117,6.00E+01
1.504400558,-1.718908907,14.48805905,-34.88301788,-12.02772461,5.70E+01
1.754070905,-1.461841277,15.52860165,-34.42909811,-8.80323589,6.00E+01
2.002808418,-1.206606477,16.54290865,-33.8536738,-5.378727152,5.30E+01
2.25060569,-0.95348658,17.52983759,-33.15840899,-1.768639694,6.70E+01
2.497423446,-0.702530144,18.48493461,-32.33588211,1.854078036,5.00E+01
2.743232349,-0.453855204,19.40469154,-31.38147044,5.342138518,4.40E+01
2.988012284,-0.207628815,20.2865064,-30.29281334,8.562925784,4.40E+01
3.231735663,0.036036812,21.1271614,-29.06632768,11.37371829,4.30E+01
3.474387094,0.276936503,21.92497926,-27.70357795,13.74206154,4.10E+01
3.715944301,0.514928103,22.67778592,-26.20494849,15.62726958,3.80E+01
3.956364872,0.750026343,23.38165734,-24.56634909,16.94207335,2.90E+01
4.195620263,0.982153903,24.03424458,-22.78838629,17.67517875,2.00E+01
4.433700614,1.211114722,24.63506758,-20.8766929,17.86521932,1.10E+01
4.670596861,1.436719571,25.18408447,-18.83856366,17.60185445,3.00E+01
4.906311868,1.658704196,25.68287832,-16.68637031,17.08466227,4.00E+01
5.140843276,1.876851684,26.13245275,-14.43095705,16.46119471,5.40E+01
5.374162039,2.091141503,26.53100255,-12.07561231,15.730953,6.00E+01
5.606240722,2.301550088,26.87688833,-9.62428139,14.87931198,3.80E+01
5.837051761,2.508062567,27.16822702,-7.080184936,13.82448625,3.50E+01
6.06656183,2.71072199,27.40290505,-4.446317465,12.49820956,2.60E+01
6.294749958,2.909509471,27.58087801,-1.732033281,10.99983235,2.90E+01
6.521587492,3.104474596,27.70138191,1.055119215,9.377941873,3.80E+01
6.747030541,3.295790493,27.76224707,3.911199949,7.612333741,3.50E+01
6.971046779,3.483550437,27.76254366,6.828373541,5.734037822,4.30E+01
7.193616226,3.667742483,27.70204054,9.796564228,3.735478982,3.70E+01
7.414725297,3.848311361,27.58123689,12.80314432,1.641894334,3.80E+01
7.634379032,4.025068201,27.40269902,15.82906792,-0.411674897,4.70E+01
7.852579583,4.197843977,27.1684599,18.85646471,-2.360209773,4.80E+01
8.069309717,4.366624733,26.87863061,21.87257272,-4.252430649,5.30E+01
8.284562064,4.531316504,26.53408549,24.86198254,-6.136681407,4.40E+01
8.498336831,4.691753998,26.13594978,27.80814209,-8.115562194,3.00E+01
8.710630646,4.847827889,25.68550752,30.69371009,-10.26398404,2.00E+01
8.921449317,4.999406735,25.1859428,33.4956224,-12.50463667,8.00E+00
9.130794506,5.146414788,24.64036922,36.19070956,-14.76401489,1.00E+01
9.338654435,5.28892062,24.05129726,38.75728234,-16.96780121,1.30E+01
9.545028336,5.426916732,23.42238255,41.16991193,-19.00532371,1.70E+01
9.749930896,5.560244405,22.7579297,43.40066797,-20.82999626,2.10E+01
9.953377455,5.688771782,22.06285266,45.4195286,-22.34969828,2.30E+01
10.15539132,5.81233934,21.34345525,47.19212308,-23.38334048,1.60E+01
10.35599156,5.930799943,20.60510717,48.68902869,-23.81459103,2.10E+01
10.55517599,6.044160113,19.8508551,49.89195865,-23.60003152,2.30E+01
10.75294198,6.152408617,19.08319622,50.78690753,-22.73281491,2.70E+01
10.94928511,6.255493517,18.30326176,51.36771414,-21.31293711,4.40E+01
11.14419326,6.353439103,17.51170554,51.63199265,-19.42362514,4.00E+01
11.33765912,6.446285438,16.71063177,51.5729156,-17.03411558,4.10E+01
11.52966513,6.534126473,15.90058731,51.19282059,-14.17140894,3.40E+01
11.72017664,6.617174067,15.08015693,50.50512932,-10.90807271,2.00E+01
11.90916746,6.695586195,14.24882729,49.52045333,-7.296324733,1.60E+01
12.09662461,6.769396002,13.40670884,48.24702054,-3.443107313,2.10E+01
12.28253849,6.838627282,12.55444715,46.6920026,0.567232904,2.10E+01
12.46691379,6.903234957,11.69473359,44.8543054,4.72737521,2.40E+01
12.64974854,6.963191541,10.82886253,42.74154803,8.962651487,3.00E+01
12.83101409,7.01862457,9.954560156,40.38165891,13.1040187,3.40E+01
13.01068732,7.069615432,9.069885926,37.80279058,16.97499433,4.00E+01
13.18874921,7.11618814,8.172644726,35.0360382,20.34810811,3.70E+01
13.36517708,7.158427033,7.260761587,32.11344735,23.03101628,2.70E+01
13.53996332,7.196403424,6.335342707,29.05192674,24.97760297,3.00E+01
13.71309701,7.230236129,5.39743616,25.87008862,26.15592419,4.70E+01
13.88455594,7.260166343,4.447509131,22.59087194,26.56246949,4.70E+01
14.05432944,7.286387693,3.487722998,19.23010803,26.24682832,5.10E+01
14.22241685,7.308996422,2.520637559,15.80363258,25.22220091,5.10E+01
14.38882248,7.328116682,1.550319683,12.32078769,23.58142547,4.70E+01
14.553565,7.343854717,0.58372726,8.777180468,21.54007185,3.70E+01
14.71665549,7.356335885,-0.373773253,5.179598596,19.25566373,4.30E+01
14.87808115,7.365806332,-1.320338893,1.556688095,16.79809892,4.30E+01
15.03782747,7.37250508,-2.25481436,-2.056325153,14.21098195,3.70E+01
15.19587204,7.376650195,-3.178419583,-5.608035087,11.4309871,3.80E+01
15.35219137,7.378512261,-4.091848558,-9.047619934,8.449115611,2.40E+01
15.5067821,7.378361766,-4.991280103,-12.34719589,5.455845412,2.40E+01
15.65963242,7.376505123,-5.874386275,-15.46772713,2.603491915,3.50E+01
15.81071792,7.373326652,-6.740527797,-18.35802137,0.019785797,3.80E+01
15.96002415,7.36915196,-7.587817919,-20.97950898,-2.150582117,3.50E+01
16.10753915,7.364194219,-8.415699434,-23.29782545,-3.893901809,5.00E+01
16.25325776,7.358630955,-9.222655804,-25.29102472,-5.181626663,3.00E+01
16.39719425,7.352550633,-10.00416099,-26.96518058,-5.916915864,3.00E+01
16.53935583,7.346023954,-10.75766895,-28.32037064,-6.097872856,2.30E+01
16.67973093,7.339205141,-11.48366926,-29.33627591,-5.793607677,1.00E+01
16.81831388,7.332165664,-12.18264941,-30.00511838,-5.128869889,1.30E+01
16.955099,7.324882286,-12.85662792,-30.32489665,-4.357545769,1.10E+01
17.09008116,7.317368207,-13.50703018,-30.29455047,-3.675430989,1.40E+01
17.22327212,7.309642116,-14.13146434,-29.9317315,-3.099284237,1.10E+01
17.35468112,7.301745107,-14.72786444,-29.25162002,-2.634944508,2.00E+01
17.48431022,7.293815158,-15.29442757,-28.25846828,-2.219889938,2.30E+01
17.61217106,7.28591028,-15.8284456,-26.97414576,-1.802478803,1.10E+01
17.73828018,7.277913621,-16.32878098,-25.43992154,-1.521011811,4.00E+00
17.86265854,7.26971337,-16.79329249,-23.70438159,-1.455821534,1.00E+00
17.98533899,7.26116747,-17.21766742,-21.83341216,-1.603306943,1.00E+00
18.10634784,7.252132993,-17.59924112,-19.88418816,-2.009124964,7.00E+00
18.22569428,7.242612538,-17.93727473,-17.88064818,-2.661189304,2.60E+01
18.34338539,7.232593317,-18.23189052,-15.84318936,-3.569608164,2.70E+01
18.4594203,7.222025631,-18.48575479,-13.78182597,-4.850306266,2.40E+01
18.57379579,7.210926369,-18.70122205,-11.69836021,-6.528515503,3.50E+01
18.68652091,7.199311103,-18.87795498,-9.611375568,-8.4957617,3.50E+01
18.79759555,7.187253871,-19.01703605,-7.520610052,-10.62302624,5.70E+01
18.90700735,7.174952217,-19.12071763,-5.398206716,-12.69710933,6.10E+01
19.01475213,7.162513566,-19.19077185,-3.236542157,-14.53239291,6.10E+01
19.12083167,7.149868761,-19.23025826,-1.053497521,-16.11431794,9.00E+01
19.22525333,7.136900887,-19.24173318,1.119087426,-17.41846063,8.70E+01
19.32804082,7.123363627,-19.22593197,3.212486635,-18.42562204,6.70E+01
19.42921096,7.109020248,-19.18517641,5.168698126,-19.13501245,6.30E+01
19.52875954,7.093828566,-19.1240246,6.978901727,-19.42932238,3.70E+01
19.6266876,7.077659102,-19.0471819,8.61764759,-19.2328926,2.90E+01
19.72299765,7.060287035,-18.96051554,10.04779104,-18.55689446,4.00E+01
19.8176909,7.041573654,-18.86918369,11.24679307,-17.37444347,5.40E+01
19.91078378,7.02137957,-18.77511046,12.17771206,-15.67395768,5.30E+01
20.0022898,6.999645614,-18.67999966,12.82109241,-13.44384056,5.70E+01
20.09221366,6.976510177,-18.58506685,13.19736999,-10.61037269,4.70E+01
20.18057023,6.952045239,-18.49033868,13.30962245,-7.166701845,4.40E+01
20.26738159,6.926161323,-18.39659764,13.13351804,-3.223931401,4.70E+01
20.35267443,6.898834924,-18.30292198,12.65278915,1.085017503,3.00E+01
20.43648816,6.870047588,-18.20569093,11.84239125,5.567847263,2.40E+01
20.51885696,6.839789955,-18.10252134,10.68615899,10.03876336,1.60E+01
20.59979794,6.808207148,-17.99293832,9.208779669,14.42753407,4.00E+00
20.67932834,6.775420104,-17.87696046,7.433735287,18.64981719,2.30E+01
20.75746048,6.741479135,-17.75682392,5.381163509,22.61249642,2.40E+01
20.83420679,6.706540006,-17.63356275,3.090339514,26.22450144,2.30E+01
20.90959564,6.670837922,-17.50386108,0.602221979,29.29715433,3.50E+01
20.98365009,6.634656692,-17.36514738,-2.026656034,31.65892902,3.80E+01
21.05638486,6.598400985,-17.21531538,-4.710439168,33.18861953,4.80E+01
21.12782214,6.562398726,-17.05178582,-7.381035252,33.75969175,5.60E+01
21.19798549,6.526761934,-16.87465695,-10.00648183,33.3067531,4.80E+01
21.26690337,6.491565927,-16.68359715,-12.56436272,31.79098688,2.90E+01
21.334618,6.456788013,-16.47667954,-15.06021939,29.17096295,1.40E+01
21.40116672,6.422358127,-16.25386044,-17.50147388,25.47533157,1.00E+01
21.46657435,6.388329244,-16.01646455,-19.86128539,20.80399505,2.10E+01
21.53086956,6.354624555,-15.76683157,-22.13731782,15.32389603,2.70E+01
21.59408037,6.320992425,-15.50987142,-24.35550876,9.305831257,3.50E+01
21.65623592,6.287291411,-15.24905587,-26.5203561,2.994633595,2.70E+01
21.71737818,6.253494168,-14.98381537,-28.62347544,-3.480093686,2.60E+01
21.77754786,6.219648645,-14.71311644,-30.63870352,-9.99221099,2.90E+01
21.83678179,6.186021758,-14.43422078,-32.49385185,-16.46439866,3.00E+01
21.89512306,6.152791509,-14.14436235,-34.13541949,-22.77830024,4.30E+01
21.9526163,6.119827412,-13.84455884,-35.56492217,-28.62514945,4.80E+01
22.00930955,6.087079149,-13.53429581,-36.7690241,-33.71892487,4.00E+01
22.06525918,6.054535272,-13.21095417,-37.73113878,-37.80863959,5.00E+01
22.12051522,6.02213458,-12.8734839,-38.44483468,-40.64592088,3.50E+01
22.17511414,5.989981626,-12.52073125,-38.87531759,-42.13603688,2.60E+01
22.22908873,5.958113188,-12.1526379,-39.00495653,-42.21021891,8.70E+01
22.2824627,5.926393509,-11.77241784,-38.85257813,-40.78724147,8.70E+01
22.33525703,5.894817359,-11.38178313,-38.41660401,-37.90225484,7.70E+01
22.38750132,5.863508435,-10.97916622,-37.67518477,-33.66652995,7.70E+01
22.43921582,5.832614522,-10.5636976,-36.60827918,-28.30399154,7.70E+01
22.49040953,5.802420273,-10.13403009,-35.17750793,-22.22585719,7.70E+01
22.54109554,5.773136854,-9.689014641,-33.35894087,-15.77331335,7.70E+01
22.59128826,5.74471598,-9.230695602,-31.1747497,-9.079312241,7.70E+01
22.64100423,5.717107817,-8.760671081,-28.64877252,-2.254929922,7.70E+01
22.69027049,5.690217957,-8.279517,-25.81161803,4.705297637,7.70E+01
22.73910521,5.663908395,-7.789242408,-22.70869246,11.74596287,7.70E+01
22.78750653,5.638191957,-7.291977263,-19.37249876,18.48987476,7.70E+01
22.83547317,5.612992482,-6.790661795,-15.85460373,24.62107868,7.70E+01
22.88300071,5.58808522,-6.290328056,-12.23738526,29.90011125,7.70E+01
22.93008409,5.563352874,-5.794645605,-8.583678082,34.05476059,8.80E+01
22.97673384,5.538762712,-5.304493657,-4.928981443,37.00751517,8.80E+01
23.02295842,5.514346468,-4.820175893,-1.296824693,38.67798569,8.80E+01
23.06876149,5.490326969,-4.340182563,2.324031147,38.88850412,8.80E+01
23.11415392,5.466877926,-3.862742835,5.940462836,37.63132392,8.80E+01
23.15914663,5.443972925,-3.388379211,9.519969082,35.05263891,8.80E+01
23.20375656,5.421669944,-2.915971598,13.05244755,31.41114821,8.80E+01
23.24801386,5.400075067,-2.442438387,16.54869674,27.19683598,7.00E+01
23.29193852,5.379259289,-1.965833932,20.00154856,22.80552188,7.00E+01
23.33553048,5.359394804,-1.484548985,23.40245258,18.30998978,7.00E+01
23.37878421,5.340603057,-0.997783589,26.72515785,13.76335366,9.30E+01
23.42167987,5.322870801,-0.507305937,29.90019624,9.098187976,9.70E+01
23.46419814,5.306283604,-0.013486934,32.8775439,4.279907665,9.70E+01
23.50634062,5.291051428,0.486716472,35.65311863,-0.356822066,9.70E+01
23.54809892,5.277386754,0.995768326,38.21166879,-4.574773709,9.70E+01
23.58945363,5.265579093,1.516342195,40.54061961,-8.281185858,1.00E+02
23.63039403,5.255871353,2.051117208,42.6334188,-11.30189735,1.00E+02
23.67090838,5.24830942,2.59991273,44.45451175,-13.60206335,1.00E+02
23.71099284,5.242934375,3.162904947,45.98324493,-15.11615065,1.00E+02
23.7506641,5.239766377,3.741297722,47.22773736,-15.60008974,7.80E+01
23.78993074,5.238755924,4.33469097,48.17919871,-14.99232622,7.80E+01
23.82878305,5.239900401,4.942035926,48.81690997,-13.47199116,7.80E+01
23.86721732,5.243104764,5.561233235,49.12026569,-11.28587243,7.80E+01
23.90522915,5.248121946,6.187797381,49.05122116,-8.875969678,6.90E+01
23.94281456,5.254775625,6.818340599,48.58614831,-6.60914079,6.90E+01
23.97998601,5.26299556,7.45229019,47.74031598,-4.494084028,6.90E+01
24.01675265,5.272737327,8.08926648,46.53198243,-2.540437368,7.50E+01
24.05311557,5.284078406,8.73023909,44.98914855,-0.701468966,7.50E+01
24.08908614,5.297036018,9.375860525,43.15149744,1.086689767,7.50E+01
24.12468243,5.311398133,10.0234815,41.04564124,2.594749638,7.50E+01
24.159927,5.326998177,10.67141306,38.71586728,3.691919021,7.50E+01
24.19485467,5.343701263,11.319235,36.2328485,4.42570365,7.50E+01
24.22949111,5.361329053,11.96548315,33.65015712,4.744326215,6.10E+01
24.26383855,5.37981073,12.60939149,30.9991311,4.636239523,6.00E+01
24.29789439,5.399033189,13.24949709,28.29961479,4.058326582,5.10E+01
24.33164431,5.418767811,13.88215418,25.53945115,2.784812405,5.10E+01
24.36506847,5.438871971,14.50497425,22.7110199,0.735276316,5.10E+01
24.39815962,5.459286457,15.11764197,19.84149907,-1.910632999,5.10E+01
24.43089599,5.479972614,15.71972635,16.93804053,-4.951740776,5.10E+01
24.46323679,5.50099005,16.3117176,13.9898483,-8.070771369,4.00E+01
24.49515161,5.522335172,16.89358516,11.00222655,-10.98307958,4.00E+01
24.52662003,5.543807103,17.46249281,7.981959613,-13.69252288,3.00E+01
24.55762844,5.565189995,18.01568065,4.952314939,-16.18316244,3.80E+01
24.58818503,5.586214065,18.5504264,1.975766272,-18.42523686,2.30E+01
24.61828739,5.606582331,19.06326304,-0.902523211,-20.43195464,2.30E+01
24.64790015,5.626126698,19.55174097,-3.678680357,-22.04582795,4.30E+01
24.67699489,5.644606457,20.01257497,-6.33844855,-23.17562503,4.30E+01
24.7055456,5.661670065,20.44083055,-8.869622023,-23.8808662,4.30E+01
24.73352395,5.677053465,20.83276854,-11.26541418,-24.14463623,4.10E+01
24.76092456,5.6905531,21.18612688,-13.49294918,-23.93271466,4.10E+01
24.78773828,5.702027663,21.49932452,-15.53284228,-23.19990866,8.10E+01
24.8139434,5.711502184,21.77273608,-17.39193927,-21.7830692,8.10E+01
24.83953413,5.718964522,22.00652828,-19.06151012,-19.61126287,8.10E+01
24.86451621,5.72424909,22.19883104,-20.52131407,-16.81440994,4.00E+01
