Delta,Theta,Alpha,Beta,Gamma,Attention
39.15306066,-4.321892659,7.317959641,6.434675097,-12.25191762,7.50E+01
39.12950411,-4.211991819,7.457657253,7.793259643,-11.92688546,7.50E+01
39.10567469,-4.100323748,7.591128229,9.07169999,-11.48072577,6.40E+01
39.08155138,-3.986815273,7.717150095,10.25761427,-10.87226536,5.00E+01
39.05710972,-3.871447478,7.834876294,11.34448335,-10.08708856,2.70E+01
39.03234465,-3.754173118,7.943778512,12.31269966,-9.120366081,2.10E+01
39.00724682,-3.634990922,8.043548374,13.15162461,-7.980834156,3.70E+01
38.9817932,-3.514024855,8.134539197,13.87018814,-6.724488254,5.00E+01
38.95597542,-3.39133821,8.216937412,14.46686659,-5.386448469,5.30E+01
38.92979757,-3.266883638,8.290222406,14.92830629,-3.947256011,8.00E+01
38.90327005,-3.140635049,8.354167465,15.24285034,-2.39813244,7.00E+01
38.87642116,-3.012536238,8.408717933,15.39038639,-0.725926059,7.40E+01
38.84927165,-2.882549017,8.453740656,15.35747131,1.079401641,7.40E+01
38.82181598,-2.750765669,8.489539193,15.15404807,2.975837619,5.10E+01
38.79404866,-2.617266803,8.516293231,14.79036404,4.925603388,5.10E+01
38.76595751,-2.482109598,8.533784396,14.27862703,6.904762099,6.40E+01
38.73753013,-2.345403884,8.542180506,13.63928305,8.866921467,5.40E+01
38.70877789,-2.207250385,8.542073765,12.88787119,10.76612233,7.40E+01
38.67970438,-2.067788474,8.534144177,12.04929303,12.54223899,5.30E+01
38.65030044,-1.927242527,8.519430404,11.16428077,14.10088685,2.70E+01
38.62056791,-1.785783955,8.498775161,10.26331976,15.37146671,3.00E+01
38.59051029,-1.643487101,8.47227822,9.361030723,16.32927612,2.60E+01
38.56013803,-1.500402566,8.439991631,8.465857076,16.96181935,3.50E+01
38.52948166,-1.356503922,8.401798537,7.568667844,17.29089273,4.10E+01
38.49856419,-1.211763348,8.357381282,6.661516378,17.34214357,2.40E+01
38.46738996,-1.066250316,8.306738431,5.756248282,17.10175505,1.30E+01
38.43596847,-0.919973468,8.249499066,4.85236477,16.58513223,1.00E+00
38.40430768,-0.772873808,8.184724948,3.937055728,15.84096842,1.60E+01
38.37241821,-0.624938088,8.111823408,3.007222703,14.90205351,2.70E+01
38.34033155,-0.476161258,8.030624992,2.06187545,13.80211018,3.70E+01
38.30807835,-0.326575184,7.941158558,1.109098053,12.56382096,6.30E+01
38.2756853,-0.176316397,7.844078241,0.179879159,11.16976161,4.30E+01
38.24318865,-0.025469164,7.739804972,-0.705213647,9.630464404,6.10E+01
38.21062558,0.126007451,7.627836135,-1.551408007,8.016055033,5.10E+01
38.17803973,0.278129394,7.507921879,-2.357815345,6.39223047,4.10E+01
38.14548876,0.430920673,7.379972324,-3.124416155,4.83506103,6.70E+01
38.11302015,0.584407148,7.243752879,-3.85401738,3.415377153,5.60E+01
38.0806612,0.738511633,7.099524253,-4.532367207,2.144301594,4.70E+01
38.04843304,0.893175674,6.947376708,-5.152260448,1.033822187,3.80E+01
38.01634132,1.048386926,6.786910381,-5.721027658,0.10259768,2.60E+01
37.98438881,1.20407515,6.618134604,-6.235688065,-0.659324882,2.90E+01
37.95259388,1.360143949,6.441474175,-6.686129435,-1.263066096,3.70E+01
37.92096051,1.51646556,6.25745264,-7.060562431,-1.747446409,5.30E+01
37.88947607,1.67283136,6.067026918,-7.335603313,-2.202802942,4.40E+01
37.85813504,1.829071697,5.870959585,-7.495704576,-2.69325731,6.00E+01
37.82693329,1.985119361,5.669258649,-7.547163216,-3.228779338,6.40E+01
37.79587134,2.140912719,5.461950142,-7.497615984,-3.809364854,6.10E+01
37.76496777,2.296433151,5.248948508,-7.360665075,-4.394923344,5.60E+01
37.73422737,2.451658667,5.030075848,-7.154532757,-4.95836053,3.40E+01
37.70362419,2.606463854,4.805657426,-6.886244928,-5.551846816,4.80E+01
37.67313384,2.760759981,4.575786321,-6.571958978,-6.205746816,4.40E+01
37.64272714,2.914509039,4.340148844,-6.241493585,-6.927359503,4.70E+01
37.61237658,3.067630051,4.098742234,-5.914995141,-7.738784744,5.70E+01
37.5820834,3.220044478,3.851755186,-5.603194548,-8.625817199,5.60E+01
37.5518481,3.371643948,3.599556086,-5.310270885,-9.584319077,5.10E+01
37.52166706,3.522234857,3.343053855,-5.022279628,-10.64987274,5.70E+01
37.4915505,3.671659206,3.082998957,-4.728896484,-11.82081786,3.80E+01
37.46150919,3.819837533,2.819588245,-4.438411609,-13.05175611,3.50E+01
37.43156723,3.966670806,2.553222975,-4.149533643,-14.28564712,4.10E+01
37.401774,4.112070791,2.284382573,-3.853887545,-15.42594823,3.50E+01
37.37216386,4.255942972,2.013504158,-3.549085566,-16.39124704,5.40E+01
37.34274064,4.398113152,1.741410324,-3.228476645,-17.16867146,5.30E+01
37.31350105,4.538417736,1.468822889,-2.892432854,-17.74329666,6.10E+01
37.28441897,4.676718051,1.196175405,-2.558504212,-18.10938173,6.00E+01
37.2554731,4.812839928,0.924170798,-2.234767088,-18.26594933,3.80E+01
37.22668203,4.946606143,0.653742441,-1.911847984,-18.15927046,5.00E+01
37.19805057,5.07782029,0.385885802,-1.583151517,-17.75434273,5.10E+01
37.16956876,5.206235641,0.121867062,-1.237954974,-17.05065504,5.70E+01
37.14123869,5.331641855,-0.137222027,-0.866131049,-16.03316889,9.30E+01
37.11305237,5.453901898,-0.390824216,-0.474007427,-14.699376,6.90E+01
37.08501208,5.572896885,-0.638440742,-0.064310531,-13.04650463,8.00E+01
37.05714932,5.688557559,-0.879745654,0.366709074,-11.0455218,6.90E+01
37.02947923,5.800826243,-1.114560272,0.815122873,-8.697624684,4.80E+01
37.00199014,5.909593219,-1.342477597,1.275801615,-6.052507498,1.40E+01
36.97467318,6.014796557,-1.563379924,1.739319612,-3.170874815,2.60E+01
36.94750893,6.11643111,-1.777565005,2.18466798,-0.141927822,3.70E+01
36.92048313,6.214468855,-1.985146535,2.597808682,2.947625973,4.40E+01
36.89361489,6.308878094,-2.18605016,2.979853904,6.058777477,3.50E+01
36.8669206,6.399613989,-2.380120974,3.333858117,9.144918052,4.40E+01
36.84041289,6.486574065,-2.566836011,3.670976159,12.1553348,3.40E+01
36.81411528,6.569700796,-2.745904259,4.002623426,15.03785305,2.60E+01
36.7880437,6.649035976,-2.917706311,4.326116159,17.69572291,4.00E+01
36.76222376,6.724616697,-3.08253687,4.645480824,20.03770791,3.70E+01
36.7367017,6.796495837,-3.24068748,4.973149526,21.99156255,4.00E+01
36.71150959,6.864729334,-3.39251932,5.314707087,23.48417422,4.80E+01
36.68665797,6.929295121,-3.537965833,5.674307622,24.47341951,4.10E+01
36.66215027,6.990182863,-3.677052202,6.050765514,24.93004426,2.10E+01
36.63796847,7.047408174,-3.81005148,6.428618365,24.82676009,1.70E+01
36.61409555,7.10095044,-3.936980696,6.797292426,24.16707554,8.00E+00
36.59053915,7.150787488,-4.057722657,7.159269719,22.98139159,4.00E+00
36.56729228,7.196869042,-4.172024241,7.512181979,21.33237569,2.30E+01
36.54433341,7.239080398,-4.27925888,7.852897996,19.33164859,2.90E+01
36.52164971,7.27735431,-4.379052904,8.179502085,17.07679494,4.40E+01
36.49922487,7.31171868,-4.471648779,8.481167397,14.61336311,4.10E+01
36.47705019,7.342225121,-4.557391113,8.75055756,11.98318794,3.00E+01
36.45513984,7.368990352,-4.636929384,8.988275751,9.201016662,2.90E+01
36.43349405,7.39212864,-4.71093672,9.188541788,6.302183086,1.60E+01
36.41208556,7.411655642,-4.779542232,9.339690822,3.412704439,1.70E+01
36.39089044,7.427632911,-4.843137324,9.429178197,0.647119079,2.00E+01
36.36987928,7.44017365,-4.902450679,9.438406121,-1.895326001,1.00E+01
36.3490247,7.449351181,-4.957946359,9.35240133,-4.111681727,8.00E+00
36.32832656,7.455245363,-5.010036292,9.168419164,-5.963989546,1.10E+01
36.3077823,7.457901187,-5.058922738,8.884199865,-7.419211317,1.60E+01
36.2873835,7.457270085,-5.104243299,8.499956959,-8.428383186,3.00E+01
36.26713482,7.453342204,-5.145831589,8.019537682,-8.992211284,3.00E+01
36.24704233,7.446192352,-5.184039194,7.442411504,-9.146344887,2.70E+01
36.22712269,7.435869688,-5.219027715,6.773917305,-8.968754818,2.70E+01
36.20741436,7.422429443,-5.25093241,6.028507424,-8.614147912,2.30E+01
36.18794525,7.405924429,-5.27989209,5.216085713,-8.203202514,3.00E+01
36.16872041,7.386330314,-5.305613758,4.340947001,-7.758158636,4.00E+01
36.14974213,7.363637924,-5.327893256,3.405394901,-7.289012731,3.80E+01
36.13099822,7.337873535,-5.346769496,2.40352717,-6.754503772,3.80E+01
36.1124809,7.309018223,-5.361987153,1.333391937,-6.130621613,3.70E+01
36.09421323,7.277028034,-5.373063422,0.206929606,-5.522375159,2.60E+01
36.07620976,7.241838472,-5.379401771,-0.966806406,-5.001704572,2.00E+01
36.05847514,7.203329063,-5.380076929,-2.180358075,-4.597947759,1.70E+01
36.04102253,7.161420378,-5.374375816,-3.423503419,-4.365556738,1.70E+01
36.02385595,7.116133762,-5.362190854,-4.692396429,-4.302834174,2.00E+01
36.00698568,7.067511322,-5.3435055,-5.980125576,-4.420608628,2.10E+01
35.99044114,7.015647477,-5.31855353,-7.272194042,-4.791129675,3.70E+01
35.97423974,6.960658534,-5.287707919,-8.559093267,-5.423202028,2.60E+01
35.95838156,6.902602789,-5.251016949,-9.83624297,-6.2483606,3.50E+01
35.94286661,6.841600524,-5.208876197,-11.09972017,-7.173770508,3.80E+01
35.92768482,6.777852208,-5.162157847,-12.35097514,-8.036535586,2.40E+01
35.91283169,6.711514073,-5.111449153,-13.587758,-8.702666104,3.80E+01
35.89832864,6.642703129,-5.057044836,-14.79622301,-9.162804402,3.00E+01
35.88419674,6.571506954,-4.99905539,-15.961776,-9.408755525,2.90E+01
35.87045827,6.497919388,-4.937026956,-17.06710254,-9.455985826,2.90E+01
35.85714141,6.421980087,-4.870746274,-18.09273904,-9.326072902,1.00E+01
35.84426282,6.343867584,-4.800815838,-19.02563559,-8.938257386,3.00E+01
35.83184712,6.26373124,-4.727637361,-19.8484263,-8.24820765,3.70E+01
35.81993389,6.181712016,-4.651519872,-20.53700912,-7.274707505,2.60E+01
35.80855153,6.097963966,-4.572889297,-21.0732034,-6.005499022,5.10E+01
35.79771635,6.012549877,-4.491708566,-21.44472206,-4.448751951,3.40E+01
35.787438,5.92555345,-4.40809995,-21.64377612,-2.605160148,2.90E+01
35.77770725,5.837117537,-4.322607497,-21.67344993,-0.416088194,3.40E+01
35.76851757,5.747322119,-4.23542355,-21.53591317,2.122065009,2.30E+01
35.7598814,5.656200396,-4.146417157,-21.22436802,4.920217166,3.70E+01
35.75180077,5.56375746,-4.055363322,-20.73849097,7.876054823,4.30E+01
35.74426948,5.469918158,-3.961644075,-20.08314583,10.84001631,5.40E+01
35.73728451,5.37464472,-3.864838668,-19.26185483,13.67019794,6.00E+01
35.73083333,5.278016226,-3.765205482,-18.28283323,16.32075991,6.60E+01
35.72490698,5.180114823,-3.663007811,-17.15263805,18.73405341,5.00E+01
35.71950937,5.081058341,-3.558648629,-15.87096174,20.84409293,3.80E+01
35.7146322,4.980965864,-3.452610351,-14.44500425,22.59238425,2.60E+01
35.71024981,4.879850569,-3.344910129,-12.89348307,23.85093783,4.00E+00
35.7063347,4.777763176,-3.235789781,-11.23655226,24.5084587,1.70E+01
35.70285002,4.674812116,-3.125860809,-9.499802965,24.49876175,2.90E+01
35.69976265,4.571058904,-3.015459453,-7.707035356,23.74864342,4.40E+01
35.69706146,4.466561541,-2.904770288,-5.868802075,22.22143396,5.10E+01
35.69473512,4.361348148,-2.793812407,-3.995868318,19.89976868,5.30E+01
35.69277355,4.255357872,-2.682107569,-2.098574276,16.76042607,4.80E+01
35.6911736,4.148566095,-2.569333352,-0.182911345,12.83172925,2.90E+01
35.68992516,4.041033312,-2.455676884,1.741143467,8.202821628,3.00E+01
35.68902801,3.932798801,-2.341142695,3.66980908,3.007932959,2.30E+01
35.6884991,3.823911127,-2.225674116,5.610112817,-2.548105661,2.90E+01
35.68834363,3.71440986,-2.10925624,7.56096122,-8.272118081,3.40E+01
35.68854943,3.604244894,-1.99152376,9.508649856,-14.04856864,4.40E+01
35.6890977,3.493373237,-1.872210994,11.43451727,-19.75821911,4.30E+01
35.68995034,3.381773739,-1.75132212,13.30674201,-25.30455313,4.10E+01
35.69107404,3.26938486,-1.628616265,15.09600844,-30.56223197,5.10E+01
35.69246312,3.156142136,-1.503642069,16.79103989,-35.27691215,4.40E+01
35.69410216,3.041955788,-1.375893943,18.37339588,-39.20400177,5.00E+01
35.69596757,2.926677081,-1.244619521,19.81820926,-42.11965693,5.00E+01
35.69804266,2.81020137,-1.109228451,21.10778903,-43.81317504,4.30E+01
35.70030077,2.692511291,-0.969624611,22.22260957,-44.19739239,4.80E+01
35.70272244,2.573614991,-0.825765529,23.15081878,-43.21816801,6.00E+01
35.70530761,2.453585365,-0.677766134,23.89804024,-40.83678082,5.60E+01
35.70804462,2.33250852,-0.525878411,24.46424593,-37.10224899,6.60E+01
35.71090526,2.210405931,-0.37014607,24.83707247,-32.10912397,5.70E+01
35.7138626,2.087359606,-0.210878333,25.00985801,-26.05251597,6.00E+01
35.71688135,1.963521828,-0.048766755,24.97585666,-19.28064029,5.10E+01
35.7199301,1.839016051,0.115670955,24.7304592,-12.08963978,4.30E+01
35.72299954,1.713960707,0.282099217,24.28362742,-4.629406437,3.40E+01
35.72607843,1.58845616,0.45026143,23.64419642,2.967645269,1.60E+01
35.72915365,1.462528539,0.620246105,22.81672007,10.66760014,3.70E+01
35.73221904,1.33626146,0.791934837,21.81535464,18.37191415,3.80E+01
35.73526269,1.209865956,0.964594087,20.66073337,25.71071632,4.70E+01
35.73827935,1.083546886,1.137578759,19.37901616,32.3538582,4.70E+01
35.74127745,0.957529256,1.31025806,18.00797822,38.01458707,3.00E+01
35.74425523,0.832034164,1.481939358,16.57905364,42.39789084,4.30E+01
35.74719563,0.70716873,1.652324291,15.10583203,45.40917273,4.00E+01
35.75007598,0.583046404,1.821034116,13.59898401,46.96667262,3.80E+01
35.75285789,0.459801747,1.987461897,12.06033002,46.93894152,2.30E+01
35.75550313,0.337514929,2.151245878,10.48880084,45.34492125,1.30E+01
35.75799009,0.216263837,2.312166054,8.895730508,42.30798717,1.60E+01
35.76028615,0.096076058,2.470132049,7.281640171,38.07651568,2.10E+01
35.76234771,-0.023119863,2.625402657,5.63269886,33.12762701,3.50E+01
35.76413742,-0.141333901,2.778020082,3.945911638,27.84564075,3.50E+01
35.7656163,-0.258451596,2.927473158,2.22900183,22.33654364,4.40E+01
35.76675092,-0.374329265,3.073174389,0.497789492,16.68018153,5.10E+01
35.76752443,-0.488732323,3.214280538,-1.210841256,10.81851928,4.30E+01
35.76790993,-0.601442323,3.349936382,-2.867047896,4.748869384,3.70E+01
35.76785962,-0.712396179,3.479790419,-4.467468163,-1.15531766,4.40E+01
35.76732841,-0.82147414,3.603269018,-6.000363564,-6.606911358,4.10E+01
35.7662678,-0.928494984,3.71950496,-7.449528238,-11.4330619,4.30E+01
35.76463091,-1.033331952,3.827879244,-8.805277034,-15.39883586,3.40E+01
35.76239156,-1.135832246,3.927827063,-10.04752891,-18.45238833,5.60E+01
35.75952226,-1.235891268,4.018978946,-11.16504341,-20.51919802,4.30E+01
35.7559915,-1.333531591,4.101478913,-12.16637271,-21.37111301,5.10E+01
35.75177832,-1.428717587,4.175305238,-13.05033402,-20.96836646,6.10E+01
35.74686391,-1.521304872,4.239985421,-13.80285942,-19.479723,4.30E+01
35.74123825,-1.611174011,4.295223628,-14.41264191,-17.16687331,5.10E+01
35.7349087,-1.698180066,4.340752946,-14.86176088,-14.51835609,5.40E+01
35.72787511,-1.782196605,4.37632313,-15.13780416,-11.93010379,6.40E+01
35.72011987,-1.863226547,4.402095957,-15.25029845,-9.431879835,6.40E+01
35.7116239,-1.941262337,4.418173647,-15.20851028,-7.042885028,6.40E+01
35.70235763,-2.016272411,4.424467978,-15.02177162,-4.687611365,5.30E+01
35.69229567,-2.088282173,4.4211655,-14.70823069,-2.294764209,4.10E+01
35.68143778,-2.157317303,4.408652479,-14.28381464,-0.140661691,4.00E+01
35.66977788,-2.223444142,4.387438723,-13.77295515,1.605584666,4.30E+01
35.65730308,-2.286816516,4.358349467,-13.21528373,2.950714292,4.30E+01
35.64400786,-2.347535585,4.322046247,-12.64069507,3.801329679,5.10E+01
35.62988011,-2.405598265,4.278698233,-12.06195686,4.148283787,4.00E+01
35.61491343,-2.460977808,4.228421886,-11.48620538,3.945368227,5.60E+01
35.59911713,-2.513570699,4.171137341,-10.90458084,2.947289032,5.40E+01
35.58249204,-2.563269648,4.106680588,-10.30823056,1.07899116,6.00E+01
35.56502648,-2.610067119,4.035207676,-9.706711989,-1.464225922,5.70E+01
35.54670949,-2.653890804,3.956608878,-9.097100144,-4.449252063,3.70E+01
35.52752291,-2.694593701,3.870403873,-8.463073818,-7.489653839,5.00E+01
35.50745457,-2.732082394,3.776382709,-7.798401528,-10.25018202,3.40E+01
35.48651459,-2.766284554,3.674597415,-7.10094481,-12.73067245,4.80E+01
35.46471448,-2.797170782,3.56528845,-6.377419708,-14.91576403,5.70E+01
35.44206881,-2.824828861,3.449208713,-5.657411989,-16.79955229,4.40E+01
35.41859811,-2.849294052,3.326937318,-4.96041923,-18.41512739,5.70E+01
35.39431433,-2.870462532,3.19840465,-4.279051708,-19.57249857,5.00E+01
35.36923765,-2.888263556,3.063742545,-3.612528016,-20.16502499,5.10E+01
35.34340201,-2.902626186,2.923188325,-2.96024687,-20.25893792,4.80E+01
35.31683159,-2.913472438,2.77686788,-2.318309547,-19.83192813,2.60E+01
35.28953905,-2.920829332,2.62524553,-1.699773819,-18.86322016,3.70E+01
35.26153055,-2.924699681,2.468627297,-1.110649238,-17.31520437,2.70E+01
35.23279468,-2.925025697,2.306919663,-0.541717414,-15.00388126,4.70E+01
35.20332218,-2.921814164,2.140309276,0.005322854,-11.86332803,5.40E+01
35.17312143,-2.915111888,1.969286042,0.520336125,-8.06458916,6.00E+01
35.14219027,-2.904993155,1.79436146,0.991432027,-3.79402904,5.30E+01
35.11051753,-2.891614228,1.616307211,1.394742879,0.677093467,4.10E+01
35.07809634,-2.875092966,1.435766537,1.714078199,5.090091468,5.10E+01
35.04491363,-2.855433938,1.252860572,1.95592524,9.41491982,2.90E+01
35.01096073,-2.832639557,1.067732988,2.12779489,13.59750569,2.90E+01
34.97624329,-2.806676305,0.880491416,2.242700775,17.55319156,2.10E+01
34.94075501,-2.777506952,0.691124301,2.318304823,21.23083527,2.60E+01
34.90446976,-2.745192531,0.499854972,2.360462504,24.44552874,3.70E+01
34.86736084,-2.70975491,0.306734544,2.384087257,27.05542654,3.80E+01
34.82939385,-2.671156975,0.11150218,2.418027258,29.03446344,5.10E+01
34.79053925,-2.629413907,-0.085853292,2.481132693,30.30961938,4.10E+01
34.7507934,-2.584560427,-0.285053663,2.582685212,30.81609649,4.40E+01
34.7101541,-2.536667479,-0.485665118,2.725348312,30.50010914,3.80E+01
34.66862151,-2.485903334,-0.686839401,2.893357945,29.24508537,3.70E+01
34.62620592,-2.432407717,-0.887767836,3.074654944,27.01830937,4.30E+01
34.58291299,-2.376233409,-1.088044722,3.276072027,23.93942736,4.10E+01
34.53876167,-2.317467916,-1.287017089,3.494857811,20.16638613,3.70E+01
34.49379278,-2.256207238,-1.483821814,3.721304593,15.93865822,2.70E+01
34.44803492,-2.192546148,-1.677710419,3.951292155,11.48078102,1.60E+01
34.40149614,-2.126650921,-1.867819798,4.175467625,6.856555558,1.70E+01
34.3541782,-2.058672955,-2.05340879,4.39114038,2.137369423,1.40E+01
34.30606199,-1.988720938,-2.234095163,4.612269821,-2.612666333,3.00E+01
34.25713542,-1.916950728,-2.409251675,4.843102991,-7.325968284,2.90E+01
34.20742165,-1.843554197,-2.577816492,5.070915484,-11.78323145,5.60E+01
34.15693371,-1.768738029,-2.738759998,5.285221718,-15.79571231,7.00E+01
34.10567587,-1.692758786,-2.890930032,5.470740769,-19.24563093,7.40E+01
34.05365969,-1.61583876,-3.033260401,5.613414052,-21.99012057,7.80E+01
34.00088156,-1.538103747,-3.165213688,5.716378254,-23.95470316,5.70E+01
33.9473447,-1.45966432,-3.286264013,5.779796369,-25.07693289,5.00E+01
33.89307279,-1.380591574,-3.395881728,5.798689602,-25.25131319,5.00E+01
33.83807404,-1.300929995,-3.49378342,5.775724115,-24.46319837,5.70E+01
33.78233775,-1.220767344,-3.579676723,5.713767479,-22.8073388,8.30E+01
33.72585082,-1.14013357,-3.653532517,5.62088721,-20.44209947,8.40E+01
33.66858535,-1.058979484,-3.715776203,5.517529165,-17.64435785,7.50E+01
33.61051989,-0.977289378,-3.766651739,5.416980143,-14.64821306,5.40E+01
33.55166249,-0.895080441,-3.806031337,5.317810113,-11.50807011,3.40E+01
33.49201993,-0.812385356,-3.833744337,5.216445864,-8.267996748,3.50E+01
33.43160104,-0.729307491,-3.849325454,5.100301139,-4.913551217,2.60E+01
33.37041941,-0.64590213,-3.852473778,4.957594511,-1.450512885,2.10E+01
33.30847159,-0.562091448,-3.8435806,4.79246389,1.906539561,1.60E+01
33.24576265,-0.477811697,-3.822918345,4.60255379,4.992865469,1.00E+00
33.18231374,-0.392996112,-3.79064635,4.377822117,7.722528906,1.00E+00
33.11813378,-0.307565291,-3.74708998,4.114643086,9.968615481,1.30E+01
33.05322184,-0.221527036,-3.692317373,3.808489178,11.69202312,2.40E+01
32.9875702,-0.134871513,-3.626537887,3.459943171,12.84288032,3.70E+01
32.9211507,-0.047542432,-3.55033448,3.08348983,13.2811705,4.10E+01
32.85394005,0.040466534,-3.464059096,2.687844672,12.97534256,2.70E+01
32.78593614,0.129139514,-3.367806954,2.269212806,12.02867494,3.00E+01
32.71712795,0.218431649,-3.261644796,1.827320176,10.59597064,3.70E+01
32.64749956,0.308221801,-3.145386946,1.36056484,8.957732442,2.60E+01
32.57703698,0.398443594,-3.019064235,0.867448791,7.343233704,5.00E+01
32.50571233,0.4891577,-2.88334948,0.357529704,5.763289033,6.10E+01
32.43350125,0.580449585,-2.738998345,-0.16232034,4.221950888,7.00E+01
32.36039085,0.67247351,-2.586958328,-0.690854382,2.672443184,9.10E+01
32.28635699,0.765388282,-2.42830489,-1.221126123,1.066181926,8.00E+01
32.2113641,0.859238862,-2.263767704,-1.743900449,-0.44683095,6.00E+01
32.13537407,0.954127094,-2.094340855,-2.247920153,-1.780597,6.60E+01
32.05833821,1.050225533,-1.921407082,-2.714896028,-2.956534679,7.00E+01
31.98021488,1.147646695,-1.746062908,-3.130722265,-3.932436363,9.40E+01
31.90098565,1.246484471,-1.569147779,-3.491623861,-4.702212151,1.00E+02
31.82063495,1.34678178,-1.39128742,-3.794833558,-5.233950728,9.10E+01
31.73915448,1.448452976,-1.212545435,-4.041950279,-5.371835073,8.70E+01
31.65654295,1.551449485,-1.033090435,-4.236368977,-5.056112423,7.50E+01
31.57279023,1.655832943,-0.853624846,-4.375011738,-4.391581022,8.00E+01
31.48789926,1.761614796,-0.674554754,-4.460116672,-3.496562062,7.40E+01
31.40189187,1.868789896,-0.496075628,-4.501139723,-2.568283488,6.30E+01
31.31478149,1.977354665,-0.318477743,-4.503576144,-1.776599218,6.40E+01
31.22657171,2.087215886,-0.141792701,-4.470350086,-1.09559516,6.40E+01
31.13726231,2.198299039,0.033823104,-4.402132274,-0.508978517,7.00E+01
31.04683644,2.310587228,0.2078222,-4.291590809,-0.002871207,6.70E+01
30.9552875,2.423991178,0.380017006,-4.135556504,0.468200995,7.50E+01
30.86264008,2.538351254,0.550749274,-3.942443169,0.837663599,6.40E+01
30.76891455,2.653481723,0.720410811,-3.718527698,1.088530578,6.40E+01
30.67413043,2.769122839,0.889664311,-3.470006645,1.309019573,5.60E+01
30.5783096,2.885060144,1.058992047,-3.204270267,1.527031669,4.80E+01
30.48145259,3.001226358,1.228085628,-2.92121829,1.741056421,7.50E+01
30.38356289,3.117573587,1.396564754,-2.622796766,1.930871567,7.70E+01
30.28465397,3.23410571,1.563907338,-2.31597385,1.979103299,8.10E+01
30.18472612,3.350864556,1.729306903,-2.003121722,1.822608748,6.90E+01
30.08377258,3.467821435,1.892159097,-1.683783914,1.538732541,5.70E+01
29.98177831,3.585031659,2.051432096,-1.355679901,1.190982873,4.80E+01
29.8787087,3.702670062,2.205427628,-1.01050671,0.861035159,4.80E+01
29.7745407,3.820836899,2.352823599,-0.643502676,0.632542891,6.00E+01
29.66928043,3.939544124,2.492878167,-0.259471333,0.473598143,5.10E+01
29.56293835,4.058755644,2.625057324,0.13597522,0.369322305,5.60E+01
29.45553972,4.178293258,2.749499765,0.533660548,0.344104191,5.10E+01
29.34710912,4.298032971,2.866099162,0.92379129,0.384473656,5.10E+01
29.23764184,4.418056695,2.973652489,1.304326348,0.500220083,5.60E+01
29.1271449,4.53839016,3.071258768,1.669599853,0.679932318,6.60E+01
29.01564039,4.659025711,3.158255692,2.008812739,0.845176659,7.80E+01
28.90313872,4.779991981,3.23380133,2.315141523,0.95210487,7.50E+01
28.78965224,4.901213513,3.297617967,2.582991132,1.008939116,8.00E+01
28.67518446,5.022659811,3.349252074,2.809575765,1.02736768,6.70E+01
28.55971366,5.144418703,3.387683104,3.00001187,1.060208207,6.60E+01
28.44322954,5.266490242,3.412402794,3.156774381,1.145515169,7.00E+01
28.32574595,5.388780942,3.423458166,3.274894419,1.243329235,6.60E+01
28.20727123,5.511183601,3.421045138,3.35212755,1.330161996,7.50E+01
28.0878175,5.633502744,3.405906913,3.386763829,1.396255242,6.90E+01
27.9673949,5.755588271,3.37857247,3.376897835,1.418275917,5.40E+01
27.84598913,5.87746238,3.338651057,3.326543948,1.411291052,4.10E+01
27.723589,5.999145466,3.285790655,3.23841683,1.378902222,2.90E+01
27.60019064,6.120680901,3.219521916,3.11164989,1.288594749,1.10E+01
27.47577891,6.242142743,3.139299247,2.949387681,1.130850597,2.60E+01
27.35033726,6.363509235,3.04525849,2.75790617,0.911697485,3.80E+01
27.22384248,6.484815461,2.937281077,2.544864621,0.638963402,3.40E+01
27.09625504,6.606195023,2.814779943,2.322298098,0.345534599,4.80E+01
26.96754583,6.727709369,2.677570933,2.099869158,0.054763868,2.00E+01
26.83770749,6.849358541,2.525689194,1.879882001,-0.24367295,1.00E+01
26.70673718,6.971100133,2.359412104,1.664025739,-0.555144854,1.70E+01
26.57464614,7.092766382,2.179704446,1.451530716,-0.887169048,1.30E+01
26.44144764,7.214218964,1.987345793,1.240112241,-1.249382511,2.90E+01
26.30713693,7.335450563,1.782469795,1.031637993,-1.626779229,2.40E+01
26.17172222,7.456396163,1.565463477,0.824207542,-2.010238322,2.00E+01
26.03522726,7.576955072,1.336796032,0.610484016,-2.403582447,2.40E+01
25.89766617,7.69704983,1.09696419,0.386719945,-2.801218409,3.00E+01
25.75904916,7.816537619,0.847056693,0.152789859,-3.198977439,6.30E+01
25.61937935,7.935307759,0.58811096,-0.089148129,-3.589355832,8.00E+01
25.47863862,8.05333834,0.320923823,-0.330205154,-3.95003619,8.30E+01
25.3368195,8.170540771,0.046660607,-0.563974207,-4.264189872,7.50E+01
25.19394201,8.286740245,-0.233279601,-0.793114869,-4.526079262,6.70E+01
25.0500207,8.401759811,-0.517327681,-1.017703417,-4.726498189,6.00E+01
24.90507077,8.515371469,-0.803485544,-1.23646531,-4.858367567,8.10E+01
24.75910867,8.62737648,-1.09002727,-1.449896844,-4.916669692,1.00E+02
24.61212993,8.737706638,-1.375946523,-1.654174379,-4.890353367,1.00E+02
24.46413424,8.84629589,-1.660374582,-1.847815376,-4.773651178,1.00E+02
24.31513193,8.953090105,-1.942811036,-2.035011411,-4.56927492,9.30E+01
