Delta,Theta,Alpha,Beta,Gamma,Attention
36.16848528,-5.169610043,-8.883353038,4.95969194,-0.707261054,2.90E+01
36.15231851,-5.038854362,-8.833412541,5.329375633,-0.763529688,4.10E+01
36.13595711,-4.905817776,-8.775682698,5.683520819,-0.831623663,4.00E+01
36.1193962,-4.770738733,-8.710058749,6.017781637,-0.916393043,5.00E+01
36.10262929,-4.633905423,-8.635676667,6.325596459,-0.999817408,6.00E+01
36.0856511,-4.495569836,-8.552282305,6.602154107,-1.077905229,3.50E+01
36.0684588,-4.355904266,-8.459291248,6.843927305,-1.146612037,3.40E+01
36.05105022,-4.215060082,-8.35660738,7.048629572,-1.208320185,2.70E+01
36.03342493,-4.07313659,-8.245529272,7.217277871,-1.291738602,3.50E+01
36.01558292,-3.930216608,-8.126631656,7.350202554,-1.409368308,5.10E+01
35.99752247,-3.786433024,-7.999184248,7.444705508,-1.539604503,4.40E+01
35.97924356,-3.64186317,-7.862651775,7.499674006,-1.662597207,4.10E+01
35.96074812,-3.496516648,-7.716104308,7.514965824,-1.749446744,2.70E+01
35.94203733,-3.350430297,-7.558809825,7.490100137,-1.773729577,3.70E+01
35.92311221,-3.203655324,-7.391549217,7.426456371,-1.743086175,2.40E+01
35.9039733,-3.05625819,-7.214960113,7.324826141,-1.661805246,2.70E+01
35.88461921,-2.908371572,-7.029421118,7.184067199,-1.527925927,3.40E+01
35.8650501,-2.760076943,-6.835867398,7.005023161,-1.349033052,3.80E+01
35.84526969,-2.611333647,-6.63502032,6.791054179,-1.121949243,4.70E+01
35.82528151,-2.462108004,-6.428028528,6.545951546,-0.851493161,6.40E+01
35.80508968,-2.312352288,-6.216996777,6.275190936,-0.562295844,6.70E+01
35.78469839,-2.162014657,-6.003398131,5.983455047,-0.268536727,6.40E+01
35.76410904,-2.011137895,-5.787638673,5.671739401,0.028069644,6.70E+01
35.74332343,-1.859752807,-5.569829279,5.340922356,0.327974003,6.00E+01
35.72234418,-1.707859138,-5.349157319,4.991326282,0.646179812,5.60E+01
35.70117266,-1.555503537,-5.124813299,4.622184851,0.991610127,5.00E+01
35.67981013,-1.402739744,-4.897098605,4.234106579,1.348852458,5.60E+01
35.65825686,-1.249658226,-4.665630467,3.825898844,1.707396249,4.70E+01
35.63651071,-1.096431031,-4.429297863,3.393462948,2.05936136,3.80E+01
35.6145713,-0.943171323,-4.187436303,2.934667506,2.39242101,4.10E+01
35.5924417,-0.789870125,-3.939330889,2.450116502,2.706134839,4.10E+01
35.57012585,-0.636488448,-3.684631638,1.94159011,2.995160625,3.40E+01
35.54763013,-0.482905472,-3.424082912,1.414248092,3.241747857,4.40E+01
35.52496075,-0.329003614,-3.157804661,0.872299307,3.434895085,3.50E+01
35.50212032,-0.174792124,-2.884575899,0.315163471,3.567985462,3.50E+01
35.47911311,-0.020221734,-2.603374845,-0.256134849,3.634074612,5.00E+01
35.45594526,0.134823492,-2.312990055,-0.839315212,3.633323806,5.00E+01
35.43262134,0.29039856,-2.012278028,-1.433215137,3.564829618,6.30E+01
35.40914599,0.446549838,-1.701360139,-2.034776446,3.420809865,5.40E+01
35.38552244,0.603268105,-1.380235257,-2.642163195,3.197584742,3.70E+01
35.36175029,0.76040849,-1.048573715,-3.256787659,2.894822397,3.00E+01
35.33783047,0.917867163,-0.70669226,-3.878040067,2.512862046,2.10E+01
35.31376701,1.075650541,-0.355058147,-4.502592006,2.058126641,3.40E+01
35.2895628,1.233715305,0.005377784,-5.127222674,1.539155438,4.80E+01
35.26522074,1.392007063,0.372638578,-5.747130282,0.964743385,5.00E+01
35.24074361,1.550467478,0.745222029,-6.358264528,0.346017817,5.30E+01
35.21613132,1.708937581,1.122733012,-6.960437012,-0.30640412,4.70E+01
35.19138427,1.867275058,1.504876783,-7.553172616,-0.981121286,4.00E+01
35.16650421,2.025389956,1.891986901,-8.135837485,-1.665163766,3.50E+01
35.14149101,2.18311713,2.284211213,-8.708899125,-2.343122048,4.30E+01
35.11634327,2.340226039,2.680265284,-9.271581373,-2.994443855,5.30E+01
35.09105872,2.496454215,3.079258741,-9.824285244,-3.596770738,6.90E+01
35.0656329,2.651457715,3.480782612,-10.36976477,-4.126356513,6.70E+01
35.04006282,2.804942181,3.884000778,-10.90897894,-4.562538888,6.40E+01
35.01434943,2.95676457,4.288434974,-11.44042091,-4.894233885,5.10E+01
34.98849438,3.106804425,4.693299066,-11.9615578,-5.114423672,4.00E+01
34.96250118,3.255002333,5.096885452,-12.46703642,-5.221764391,2.90E+01
34.93637421,3.401334438,5.498021373,-12.95162239,-5.21995523,3.00E+01
34.9101156,3.545696155,5.896361902,-13.41297659,-5.11203258,4.40E+01
34.88372985,3.68807184,6.291526489,-13.84689362,-4.910286023,5.60E+01
34.85722463,3.828569033,6.68355325,-14.24739864,-4.638984852,6.60E+01
34.8306057,3.967216302,7.072229646,-14.60947885,-4.317367838,8.00E+01
34.80387692,4.103954203,7.45613716,-14.92758586,-3.955102423,7.40E+01
34.77704085,4.238670273,7.833872489,-15.19706491,-3.558741261,7.40E+01
34.7500962,4.371099069,8.204002456,-15.41598856,-3.123832092,7.70E+01
34.72304333,4.501033892,8.564786196,-15.58064783,-2.652479655,6.70E+01
34.69588816,4.628484243,8.914950121,-15.68389864,-2.16985288,6.90E+01
34.66863521,4.753400627,9.252847368,-15.71893105,-1.697452467,5.30E+01
34.64128845,4.875700987,9.576123446,-15.67818314,-1.254357129,6.60E+01
34.61385264,4.995344582,9.882948022,-15.55485999,-0.860745561,5.00E+01
34.58632933,5.11218633,10.17211707,-15.34646603,-0.520095318,4.30E+01
34.5587212,5.226134271,10.44274071,-15.05081238,-0.236549576,5.70E+01
34.53103381,5.33722801,10.69480567,-14.66588245,-0.020462289,3.80E+01
34.5032703,5.445419283,10.92820703,-14.19178861,0.129786767,4.40E+01
34.47543167,5.550563625,11.14195871,-13.6287678,0.2240358,5.10E+01
34.44751826,5.652510325,11.33559751,-12.97938972,0.280760704,6.00E+01
34.41952775,5.751024709,11.50910676,-12.25008591,0.335961548,5.60E+01
34.39145917,5.845921459,11.66229678,-11.4459728,0.417582708,5.10E+01
34.36331621,5.937197048,11.79536231,-10.56927064,0.530234402,6.60E+01
34.33510259,6.024848397,11.9083252,-9.621991772,0.676208959,5.30E+01
34.30682303,6.108895204,12.000563,-8.603880444,0.846983311,4.30E+01
34.2784828,6.189398515,12.07205066,-7.516260494,1.036596678,3.50E+01
34.25008401,6.266336001,12.12368212,-6.366431387,1.26644538,2.70E+01
34.22163034,6.339749293,12.15642255,-5.160928563,1.549949889,3.80E+01
34.19312799,6.409789364,12.17165902,-3.905590137,1.889768721,4.00E+01
34.16458128,6.476533168,12.17061969,-2.607629377,2.293989416,4.10E+01
34.13599341,6.539982013,12.15344338,-1.271927265,2.759224027,3.50E+01
34.10736639,6.600094639,12.12028876,0.09546984,3.284150791,4.10E+01
34.07869881,6.656700621,12.07129402,1.485520678,3.880486911,3.70E+01
34.04999027,6.709657524,12.00622916,2.891072501,4.545715056,3.40E+01
34.02124389,6.758965636,11.92515936,4.306816578,5.259046611,4.30E+01
33.99246148,6.804559686,11.82766084,5.727830034,5.994209469,3.50E+01
33.96364434,6.846326516,11.71244728,7.151496975,6.70978449,3.80E+01
33.9347941,6.88419138,11.57882553,8.573055297,7.368885799,5.00E+01
33.90591003,6.918033336,11.42702858,9.981993723,7.959723716,4.30E+01
33.87699214,6.94777591,11.25762319,11.36680349,8.469155816,5.00E+01
33.84804235,6.973457036,11.07213447,12.71378726,8.88668772,4.30E+01
33.81906087,6.995045684,10.87187028,14.00822826,9.202183931,5.60E+01
33.79004629,7.012399313,10.65675134,15.23882296,9.383543075,5.60E+01
33.76099688,7.025387456,10.42720347,16.39174794,9.404506073,5.40E+01
33.7319092,7.033840195,10.18410181,17.4496977,9.250519308,5.70E+01
33.70278091,7.037610004,9.927934371,18.39881152,8.904014227,5.30E+01
33.67361317,7.036688507,9.659617096,19.22878254,8.358194185,4.80E+01
33.64440745,7.031060776,9.379673276,19.93235705,7.609066012,4.80E+01
33.61516625,7.020700436,9.087588274,20.50900006,6.647206011,5.30E+01
33.58589305,7.005640412,8.78341358,20.9579389,5.477362857,5.10E+01
33.55659,6.985904845,8.468078022,21.273489,4.121309663,5.30E+01
33.52726105,6.961574444,8.142388293,21.454264,2.610848263,5.40E+01
33.4979129,6.932836449,7.807504887,21.50247561,0.995717423,5.10E+01
33.46855097,6.899829466,7.464410824,21.41967955,-0.677686913,4.30E+01
33.4391793,6.862599019,7.112978588,21.21009517,-2.384843276,3.80E+01
33.40980135,6.821177987,6.753188284,20.8771336,-4.099755118,3.80E+01
33.38041819,6.775526416,6.385172088,20.42014335,-5.800987932,3.70E+01
33.35103225,6.725633088,6.008655062,19.84350036,-7.461734602,4.70E+01
33.32165033,6.671635971,5.623528288,19.15962287,-9.024554061,6.00E+01
33.29227857,6.61363652,5.229347128,18.38209784,-10.43523679,4.00E+01
33.26292288,6.551699173,4.824952319,17.52810064,-11.64667771,4.30E+01
33.2335897,6.485932231,4.409706392,16.61352004,-12.61247989,5.30E+01
33.20428272,6.416403914,3.983852651,15.64499642,-13.31102557,4.30E+01
33.17500622,6.343220125,3.547918303,14.62899924,-13.72679153,5.70E+01
33.14576617,6.266584274,3.103211628,13.5713229,-13.84439795,5.40E+01
33.11656675,6.186650024,2.651083093,12.47464194,-13.66797181,4.40E+01
33.08741109,6.103497934,2.192042642,11.34438131,-13.21465468,4.40E+01
33.05830142,6.017216742,1.727211292,10.18128254,-12.52182258,5.00E+01
33.02923754,5.927856269,1.258365931,8.9782036,-11.65896672,4.40E+01
33.00022076,5.835496262,0.786902674,7.733909493,-10.68443619,3.00E+01
32.97125625,5.74033826,0.314173081,6.456431862,-9.622586578,3.00E+01
32.9423497,5.642585546,-0.15878494,5.157545287,-8.494255592,3.00E+01
32.91350848,5.542448484,-0.631873226,3.858808788,-7.300460302,3.70E+01
32.88474009,5.440172701,-1.104463098,2.579813148,-6.054299672,4.10E+01
32.85604857,5.335964659,-1.574702992,1.326610293,-4.825711826,5.00E+01
32.82743948,5.230071925,-2.040937043,0.110524551,-3.675409263,5.00E+01
32.79892047,5.122815844,-2.501398504,-1.052422455,-2.652862507,5.00E+01
32.77049758,5.014461208,-2.954338578,-2.151189908,-1.810710921,4.40E+01
32.74217665,4.905197093,-3.399074118,-3.172635201,-1.162389463,4.40E+01
32.71396237,4.795175145,-3.834795135,-4.108940575,-0.71939822,4.10E+01
32.68585608,4.684450326,-4.260340484,-4.964729652,-0.505785666,4.00E+01
32.65786041,4.573079946,-4.675138375,-5.740006628,-0.514340829,6.40E+01
32.62998113,4.461211022,-5.078836973,-6.425594512,-0.713581862,5.70E+01
32.60222306,4.348924434,-5.47148917,-7.015814933,-1.047680846,5.60E+01
32.57459107,4.236238865,-5.854041438,-7.50403059,-1.414976741,4.80E+01
32.54708995,4.123195922,-6.227034089,-7.885311762,-1.732451594,1.60E+01
32.51972167,4.009809294,-6.58998069,-8.16585826,-1.975730554,1.60E+01
32.49248867,3.896112609,-6.942323789,-8.351018644,-2.125447639,1.40E+01
32.46539463,3.782217481,-7.282997959,-8.443428824,-2.188936263,2.10E+01
32.43844161,3.668163679,-7.611073531,-8.452207068,-2.163879865,4.70E+01
32.4116308,3.553864197,-7.926866534,-8.38966462,-1.972954683,3.50E+01
32.38496263,3.439226614,-8.230345522,-8.27217055,-1.556992767,2.90E+01
32.35843552,3.324115454,-8.52102563,-8.124558446,-0.881791018,4.10E+01
32.33204909,3.208408174,-8.798846774,-7.966576577,0.095833794,2.70E+01
32.30580607,3.092114489,-9.063536899,-7.805375178,1.376899917,4.30E+01
32.27970965,2.975239037,-9.315130745,-7.645534825,2.962023439,5.40E+01
32.25376447,2.85777866,-9.554535641,-7.484313281,4.876579617,4.70E+01
32.2279757,2.739780298,-9.782229281,-7.317149477,7.103657645,5.40E+01
32.2023464,2.62126624,-9.997937017,-7.148792549,9.582072696,5.40E+01
32.17688137,2.502317594,-10.20149092,-6.976034769,12.22474878,5.60E+01
32.15158771,2.383124135,-10.39244732,-6.785588306,14.89105365,4.40E+01
32.12647101,2.263798019,-10.57058261,-6.57132625,17.45704912,2.90E+01
32.10153572,2.144319074,-10.73674522,-6.333298658,19.87139455,1.00E+01
32.07678525,2.024623069,-10.89178631,-6.076985347,22.08217633,7.00E+00
32.05222002,1.90452448,-11.03655184,-5.822437822,24.05681778,2.70E+01
32.02784172,1.783858285,-11.1722371,-5.584098388,25.75412765,4.10E+01
32.00365601,1.662635003,-11.29977427,-5.357735165,27.04867685,4.30E+01
31.97966752,1.540794786,-11.42045099,-5.144343209,27.83263903,4.80E+01
31.9558806,1.418209646,-11.53622469,-4.947051672,28.02845713,3.50E+01
31.93230008,1.294816438,-11.64856876,-4.765486179,27.55348777,3.50E+01
31.90892849,1.170526722,-11.75824353,-4.608595411,26.38007804,4.80E+01
31.88576919,1.045316748,-11.86570858,-4.480130282,24.49099243,4.10E+01
31.86282762,0.919321209,-11.97061669,-4.371885685,21.85468783,2.40E+01
31.84010758,0.792611899,-12.07263584,-4.283035196,18.49269454,2.10E+01
31.8176114,0.665135052,-12.17224556,-4.220604819,14.47653014,1.40E+01
31.79534103,0.536878743,-12.26935639,-4.191580457,9.920804611,1.60E+01
31.7732966,0.407815558,-12.36332095,-4.20970904,5.014944614,4.10E+01
31.75147916,0.277934963,-12.45373812,-4.284304714,-0.071414603,5.00E+01
31.72989302,0.147366684,-12.54002595,-4.409067655,-5.253209832,7.00E+01
31.70854252,0.016224446,-12.62180923,-4.577562949,-10.44510096,6.30E+01
31.68743263,-0.115419289,-12.69944969,-4.78149081,-15.59236718,6.10E+01
31.66656882,-0.247414034,-12.77271037,-5.008255482,-20.61645215,5.40E+01
31.64595449,-0.379575031,-12.84023941,-5.250965,-25.31247231,6.30E+01
31.62559417,-0.511671858,-12.90068971,-5.496855627,-29.49269781,5.30E+01
31.60549418,-0.643371391,-12.95239342,-5.723271711,-32.99749636,5.30E+01
31.58565952,-0.774407389,-12.99383816,-5.914322017,-35.66501554,5.30E+01
31.56609429,-0.904672704,-13.02474513,-6.062548764,-37.42750221,5.60E+01
31.54680176,-1.034094149,-13.04484332,-6.164598599,-38.23252707,3.50E+01
31.52778281,-1.16269156,-13.05383523,-6.228870669,-38.01448623,5.00E+01
31.50903898,-1.290510632,-13.05194019,-6.262141904,-36.78285258,3.70E+01
31.49057428,-1.417485901,-13.03923933,-6.258456873,-34.60149022,4.80E+01
31.47239173,-1.543652448,-13.01640427,-6.218912692,-31.6033137,4.80E+01
31.45449384,-1.669171917,-12.98515115,-6.150753953,-28.0384344,4.10E+01
31.43688351,-1.794125009,-12.94657733,-6.056553133,-24.11450093,4.30E+01
31.41956229,-1.918526505,-12.90066157,-5.94057821,-19.90564855,5.10E+01
31.40253233,-2.042332016,-12.8470728,-5.802294248,-15.4743137,5.00E+01
31.38579736,-2.165327784,-12.78448629,-5.628791605,-10.81398762,4.80E+01
31.36935994,-2.287374102,-12.71184361,-5.413807946,-5.954983064,5.00E+01
31.3532212,-2.408560474,-12.62974817,-5.164497602,-1.128609512,5.70E+01
31.33738226,-2.528920875,-12.53826784,-4.885705306,3.471201571,6.10E+01
31.32184321,-2.648472027,-12.43695296,-4.584579354,7.699410684,6.10E+01
31.30660482,-2.76726104,-12.32580988,-4.268499449,11.38685595,5.30E+01
31.29167038,-2.885198566,-12.20432967,-3.933581096,14.47922719,3.70E+01
31.27704332,-3.002243978,-12.07242359,-3.578910515,16.91762796,3.80E+01
31.26272756,-3.11847693,-11.93115748,-3.20922501,18.57807337,4.10E+01
31.24872787,-3.233879587,-11.78092364,-2.823685898,19.43918123,4.70E+01
31.23504837,-3.34835036,-11.62110616,-2.41983401,19.57564625,4.40E+01
31.22169448,-3.461763004,-11.45116108,-1.992676606,19.12699183,3.80E+01
31.20867356,-3.573881372,-11.27005246,-1.529310112,18.370654,3.00E+01
31.19599215,-3.684529118,-11.07700204,-1.021801935,17.52354618,2.40E+01
31.18365565,-3.793722958,-10.87261419,-0.473646823,16.59835735,4.10E+01
31.17166914,-3.901484298,-10.65741172,0.110340375,15.59256366,4.00E+01
31.16003621,-4.007878954,-10.4318497,0.719996622,14.42777417,5.30E+01
31.14876134,-4.112999155,-10.19679495,1.344369235,13.03979,5.40E+01
31.13785207,-4.216811502,-9.952705636,1.981855219,11.58503361,5.00E+01
31.12731546,-4.319351047,-9.700460275,2.625879653,10.15507954,5.70E+01
31.11715834,-4.420761766,-9.441781614,3.263352463,8.746099268,5.30E+01
31.10738811,-4.52110813,-9.177824161,3.885910493,7.41599684,6.30E+01
31.09801073,-4.620403886,-8.908964412,4.486567805,6.162951711,5.60E+01
31.08903272,-4.7186134,-8.635290909,5.061768265,5.017074082,6.00E+01
31.08046207,-4.815555184,-8.355998377,5.617743187,4.139266273,6.10E+01
31.07230575,-4.911090457,-8.070380803,6.157165761,3.588722788,6.30E+01
31.06456984,-5.005230795,-7.778762464,6.672994272,3.268649861,6.70E+01
31.05726017,-5.097929219,-7.480915439,7.161511655,3.065235228,6.30E+01
31.05038128,-5.189112465,-7.176102576,7.619621834,2.773704861,6.00E+01
31.04393869,-5.278728853,-6.863917547,8.042820684,2.228431632,4.10E+01
31.03794068,-5.366640851,-6.543737155,8.432268435,1.475535525,4.40E+01
31.03239586,-5.452747757,-6.215251043,8.786240896,0.557331191,4.00E+01
31.02731388,-5.537043292,-5.879044339,9.096718976,-0.471107608,3.50E+01
31.02270476,-5.619449026,-5.53515857,9.359931337,-1.521354038,4.30E+01
31.01857675,-5.699806804,-5.182628788,9.57639831,-2.629880002,3.80E+01
31.01493921,-5.777952715,-4.820606826,9.746720355,-3.772690386,5.60E+01
31.01180312,-5.853660725,-4.447994527,9.875251608,-4.809754816,6.90E+01
31.00917832,-5.926743903,-4.063814046,9.965092026,-5.67345503,6.70E+01
31.00707408,-5.997159821,-3.668176001,10.0128792,-6.336946467,7.00E+01
31.00549884,-6.064872948,-3.261119662,10.01645318,-6.804997635,5.10E+01
31.00445881,-6.129872636,-2.84251783,9.974411387,-7.205853792,4.00E+01
31.00396089,-6.192195593,-2.41274295,9.883724125,-7.612988669,4.40E+01
31.00401419,-6.251835603,-1.972172781,9.743744923,-7.942608117,4.30E+01
31.0046269,-6.308856595,-1.521621822,9.552196574,-8.14240235,4.10E+01
31.00580676,-6.36343304,-1.062765216,9.303088746,-8.156815434,5.00E+01
31.00756182,-6.415688498,-0.596876169,8.99339182,-7.922376455,5.00E+01
31.00989874,-6.465677898,-0.124394574,8.623966665,-7.493581216,5.10E+01
31.0128247,-6.513436422,0.354342464,8.197079689,-6.90085681,6.30E+01
31.01634826,-6.558907491,0.839573561,7.719144191,-6.113854897,5.30E+01
31.02047671,-6.602082971,1.331332767,7.196369971,-5.157773083,4.80E+01
31.02521586,-6.643123449,1.828434355,6.630512294,-4.070396047,5.60E+01
31.0305713,-6.682158733,2.330005504,6.02591336,-2.909808787,5.30E+01
31.03654745,-6.719301412,2.835515957,5.389324287,-1.808740522,6.10E+01
31.04314956,-6.7546935,3.344105174,4.725802879,-0.860731346,7.70E+01
31.05038571,-6.788392608,3.855286108,4.040910312,-0.068586683,7.40E+01
31.05826434,-6.820487177,4.368313696,3.33852451,0.56932948,8.70E+01
31.06679466,-6.851147235,4.881696574,2.618074183,1.094539876,8.40E+01
31.07598681,-6.880480246,5.394396336,1.880932956,1.552448654,7.00E+01
31.08584991,-6.908538948,5.906008519,1.132623157,1.910555668,7.40E+01
31.09639468,-6.935358527,6.41612785,0.377360313,2.173150768,6.00E+01
31.10763411,-6.960898997,6.924741761,-0.380484018,2.393631007,5.70E+01
31.11957997,-6.985170046,7.431596274,-1.135626557,2.592634199,5.70E+01
31.13224236,-7.008327094,7.935414494,-1.884709175,2.790588832,6.30E+01
31.14563071,-7.030539168,8.434912744,-2.622555633,2.98751963,5.40E+01
31.15975207,-7.052021215,8.92872366,-3.340660236,3.116592051,4.70E+01
31.17461449,-7.073006188,9.415244914,-4.032098878,3.14323074,5.40E+01
31.19022982,-7.093626899,9.893329481,-4.691880856,3.105439942,4.70E+01
31.20660898,-7.114071554,10.36149981,-5.314534032,3.026188599,4.80E+01
31.22376229,-7.134609987,10.81768405,-5.895694372,2.936217356,6.10E+01
31.24170077,-7.155446837,11.26025822,-6.431225133,2.869776936,4.70E+01
31.26043356,-7.176745393,11.68808465,-6.915459253,2.805383021,4.00E+01
31.27997057,-7.19862107,12.10030651,-7.344208865,2.737043078,6.00E+01
31.30032377,-7.221062836,12.49683917,-7.715292193,2.690363004,6.00E+01
31.32150354,-7.244088913,12.87749802,-8.026161779,2.663372062,5.70E+01
31.34351861,-7.267832146,13.24134282,-8.274438017,2.645071672,6.60E+01
31.36637741,-7.292368118,13.58787148,-8.458514875,2.614858918,5.30E+01
31.39008665,-7.317741358,13.91693328,-8.576701727,2.515597085,4.30E+01
31.41465393,-7.344004678,14.22824728,-8.628378269,2.30974845,4.80E+01
31.44009002,-7.371131649,14.5218994,-8.614827958,2.007931879,4.10E+01
31.46640567,-7.399115496,14.79783076,-8.537831592,1.622134431,4.00E+01
31.49361218,-7.428016178,15.05544977,-8.399798798,1.181945589,3.70E+01
31.52172127,-7.457817999,15.29467781,-8.204708728,0.719771969,4.10E+01
31.55074269,-7.488418012,15.51619008,-7.957808128,0.228844086,4.30E+01
31.58068718,-7.519691788,15.72073908,-7.665844245,-0.279917973,4.10E+01
31.61156723,-7.551445298,15.90945925,-7.337578989,-0.770469063,4.40E+01
31.64339409,-7.583517945,16.08333568,-6.980616434,-1.224433403,4.40E+01
31.6761783,-7.615888644,16.24242203,-6.599332264,-1.625682544,4.00E+01
31.70992968,-7.648543532,16.38678029,-6.197121604,-1.968949773,3.40E+01
31.7446559,-7.681498238,16.51642659,-5.775135569,-2.283534902,2.70E+01
31.78036532,-7.714805198,16.63107581,-5.334004914,-2.584496858,2.60E+01
31.81706864,-7.748454902,16.73072601,-4.876850893,-2.852126107,4.00E+01
31.85477574,-7.782508012,16.81495029,-4.40426505,-3.076339511,4.40E+01
31.89349625,-7.817134399,16.88258665,-3.913696812,-3.245806406,5.60E+01
31.93323997,-7.852427096,16.93298606,-3.405243837,-3.346180475,5.10E+01
31.97401514,-7.888379822,16.96627542,-2.8820014,-3.387285311,4.00E+01
32.01583045,-7.924937661,16.98287819,-2.349290314,-3.37013004,4.00E+01
32.05869577,-7.961910491,16.98405761,-1.817683045,-3.27724551,3.50E+01
32.10261989,-7.999146765,16.97088245,-1.296210426,-3.104696238,4.30E+01
32.14761067,-8.03667868,16.94322909,-0.787408557,-2.856615168,4.30E+01
32.19367573,-8.074476223,16.90140871,-0.296080815,-2.539072815,4.70E+01
32.24082155,-8.112463802,16.84610885,0.171557363,-2.172848962,4.00E+01
32.28905547,-8.150613758,16.77768262,0.611229603,-1.773613668,3.80E+01
32.33838724,-8.188833726,16.69685037,1.016707981,-1.338749958,4.00E+01
32.38882697,-8.227086877,16.60398436,1.38429821,-0.869318405,3.00E+01
32.44038568,-8.265472214,16.49855384,1.715858424,-0.366237826,4.40E+01
32.49307512,-8.304017188,16.38050906,2.010943942,0.17169996,4.40E+01
32.54690601,-8.34264658,16.25054764,2.265434786,0.734096934,4.30E+01
32.60189051,-8.381301562,16.10925068,2.476455684,1.314473853,5.40E+01
32.65804267,-8.419875835,15.95749224,2.640088234,1.914925732,4.80E+01
32.71537578,-8.458293014,15.7959914,2.753699717,2.529239153,4.30E+01
32.77390234,-8.496624641,15.62451421,2.820301765,3.144490589,4.80E+01
32.83363449,-8.534933284,15.44291722,2.842819527,3.743274275,3.80E+01
32.89458273,-8.573271041,15.25119038,2.823747913,4.295954692,3.40E+01
32.95675869,-8.611745286,15.04896093,2.768443665,4.773749794,4.30E+01
33.02017715,-8.650441994,14.83597197,2.682902207,5.157229123,4.10E+01
33.08485256,-8.689496932,14.61167287,2.575426293,5.420370083,5.10E+01
33.15079939,-8.729143357,14.37489171,2.458555288,5.532400796,6.00E+01
33.21803241,-8.769546699,14.12490768,2.342113567,5.471222558,7.00E+01
33.28656428,-8.8107579,13.86178365,2.230135081,5.222389732,7.40E+01
33.35640802,-8.852789852,13.58582974,2.125033222,4.782020345,7.70E+01
33.4275777,-8.895549586,13.2980314,2.024896547,4.165485599,7.40E+01
33.50008615,-8.938941387,12.99942156,1.927248589,3.389363302,5.60E+01
33.57394566,-8.98298569,12.6903058,1.834600221,2.461527388,4.70E+01
33.64916773,-9.027621064,12.37153272,1.745419838,1.403654548,3.80E+01
33.72576198,-9.072698929,12.04454269,1.653423089,0.249354222,2.90E+01
33.80373926,-9.118126882,11.7104278,1.555728854,-0.97030529,2.90E+01
33.88311336,-9.163824903,11.37020503,1.451890003,-2.222200924,4.30E+01
33.96389855,-9.209760905,11.02460726,1.344232516,-3.476523036,4.10E+01
34.04611067,-9.256037356,10.67352358,1.242389765,-4.716631332,4.00E+01
34.12976552,-9.302687011,10.31730654,1.152964502,-5.911806745,2.90E+01
34.21487612,-9.349574498,9.957412512,1.073347925,-7.003490052,1.40E+01
34.30145666,-9.396596372,9.59510981,1.003334265,-7.931985031,2.10E+01
34.38952291,-9.443639303,9.231743502,0.943379577,-8.630793931,2.90E+01
34.47908901,-9.49058241,8.868667365,0.892459517,-9.042476967,4.00E+01
34.57016843,-9.537433888,8.506319342,0.854640398,-9.149013243,4.80E+01
34.6627732,-9.584172558,8.14527225,0.831529307,-8.940359202,4.80E+01
34.75691203,-9.630708985,7.786456535,0.819172555,-8.416343002,4.80E+01
34.8525943,-9.677028179,7.430282262,0.817314215,-7.59610228,4.10E+01
34.9498318,-9.723152911,7.076933956,0.829180257,-6.49719615,3.80E+01
35.04863485,-9.76914199,6.726269716,0.858298211,-5.164410484,3.40E+01
35.14901307,-9.815155902,6.377384578,0.91191475,-3.682540426,2.60E+01
35.25097589,-9.861301233,6.029731335,0.994852649,-2.120653151,3.40E+01
35.35453035,-9.907542353,5.683692244,1.104090686,-0.516809163,4.80E+01
35.45968371,-9.953833775,5.339710321,1.236368199,1.09755673,4.40E+01
35.56644438,-10.00007321,4.998653897,1.386991279,2.721768199,4.80E+01
35.67481869,-10.04615585,4.661308999,1.549399049,4.336333492,5.70E+01
35.78481082,-10.092106,4.327418098,1.720541104,5.852824861,4.70E+01
35.89642404,-10.13789492,3.997043113,1.894327236,7.193332581,3.80E+01
36.0096595,-10.18341978,3.670675791,2.059778554,8.287868588,3.50E+01
36.12451911,-10.22863606,3.348425404,2.209300247,9.065399174,3.40E+01
36.24100811,-10.2735051,3.03052641,2.338959618,9.508301326,3.70E+01
36.35913183,-10.31802832,2.716942783,2.4469565,9.600874571,5.10E+01
36.47889652,-10.36232311,2.406863075,2.537574134,9.314282144,5.60E+01
36.60030898,-10.4064608,2.099837823,2.613981187,8.657203784,5.10E+01
36.72337395,-10.45040132,1.796107654,2.672867258,7.661879202,3.70E+01
36.84809788,-10.49413601,1.49578839,2.714252364,6.391235971,4.10E+01
36.97448976,-10.53764994,1.199187368,2.740773955,4.965429032,4.10E+01
37.10255632,-10.58092901,0.906463351,2.752976786,3.481763751,5.00E+01
37.2323015,-10.6240562,0.616895732,2.752843067,1.970575398,5.40E+01
37.3637276,-10.66709489,0.329792881,2.740022342,0.456659711,4.40E+01
37.49683291,-10.71006215,0.044542898,2.708280508,-1.068552824,4.80E+01
37.63161652,-10.75302574,-0.239785762,2.654674303,-2.599679337,3.70E+01
37.76808224,-10.79607396,-0.523985068,2.582337457,-4.039677309,4.30E+01
37.90623188,-10.83931493,-0.809119348,2.493480477,-5.311939807,4.70E+01
38.04606588,-10.88292008,-1.096808083,2.391761225,-6.36682609,4.30E+01
38.18758565,-10.92701728,-1.388269075,2.280769792,-7.141500565,4.80E+01
